# Image Name                        Asset Name   Game    Expansion                 AST1    AST2     AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description           Asset #   Printflag
bg-barghest-front.png,              monsters,    d2e,    base game,                act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   barghest,             xxxxx,    8
sn-changeling-front.png,            monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   changeling,           xxxxx,    8
sn-changeling-back.png,             monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   changeling,           xxxxx,    8
sn-ironbound-front.png,             monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ironbound,            xxxxx,    8
sn-ironbound-back.png,              monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ironbound,            xxxxx,    8
sn-rat-swarm-front.png,             monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rat swarm,            xxxxx,    8
sn-rat-swarm-back.png,              monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   rat swarm,            xxxxx,    8
sn-ynfernael-hulk-front.png,        monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernael hulk,       xxxxx,    8
sn-ynfernael-hulk-back.png,         monsters,    d2e,    shadow of nerekhall,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ynfernael hulk,       xxxxx,    8
se-dark-minotaur-front.png,         monsters,    d2e,    shards of everdark,       act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark minotaur,        xxxxx,    8
se-dark-minotaur-back.png,          monsters,    d2e,    shards of everdark,       act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark minotaur,        xxxxx,    8
se-ice-wyrm-front.png,              monsters,    d2e,    shards of everdark,       act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm,             xxxxx,    8
se-ice-wyrm-back.png,               monsters,    d2e,    shards of everdark,       act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm,             xxxxx,    8
se-shade-front.png,                 monsters,    d2e,    shards of everdark,       act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade,                xxxxx,    8
se-shade-back.png,                  monsters,    d2e,    shards of everdark,       act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade,                xxxxx,    8
se-dark-minotaur-front.png,         monsters,    d2e,    shards of everdark,       act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark minotaur,        xxxxx,    8
se-dark-minotaur-back.png,          monsters,    d2e,    shards of everdark,       act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   dark minotaur,        xxxxx,    8
se-ice-wyrm-front.png,              monsters,    d2e,    shards of everdark,       act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm,             xxxxx,    8
se-ice-wyrm-back.png,               monsters,    d2e,    shards of everdark,       act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ice wyrm,             xxxxx,    8
se-shade-front.png,                 monsters,    d2e,    shards of everdark,       act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade,                xxxxx,    8
se-shade-back.png,                  monsters,    d2e,    shards of everdark,       act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shade,                xxxxx,    8
ss-blood-ape-front.png,             monsters,    d2e,    stewards of the secret,   act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape,            xxxxx,    8
ss-blood-ape-back.png,              monsters,    d2e,    stewards of the secret,   act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape,            xxxxx,    8
ss-ferrox-front.png,                monsters,    d2e,    stewards of the secret,   act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox,               xxxxx,    8
ss-ferrox-back.png,                 monsters,    d2e,    stewards of the secret,   act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox,               xxxxx,    8
ss-naga-front.png,                  monsters,    d2e,    stewards of the secret,   act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga,                 xxxxx,    8
ss-naga-back.png,                   monsters,    d2e,    stewards of the secret,   act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga,                 xxxxx,    8
ss-blood-ape-front.png,             monsters,    d2e,    stewards of the secret,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape,            xxxxx,    8
ss-blood-ape-back.png,              monsters,    d2e,    stewards of the secret,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   blood ape,            xxxxx,    8
ss-ferrox-front.png,                monsters,    d2e,    stewards of the secret,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox,               xxxxx,    8
ss-ferrox-back.png,                 monsters,    d2e,    stewards of the secret,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ferrox,               xxxxx,    8
ss-naga-front.png,                  monsters,    d2e,    stewards of the secret,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga,                 xxxxx,    8
ss-naga-back.png,                   monsters,    d2e,    stewards of the secret,   act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   naga,                 xxxxx,    8
cr-marrow-priest-front.png,         monsters,    d2e,    the chains that rust,     act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   marrow priest,        xxxxx,    8
cr-marrow-priest-back.png,          monsters,    d2e,    the chains that rust,     act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   marrow priest,        xxxxx,    8
cr-shambling-colossus-front.png,    monsters,    d2e,    the chains that rust,     act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shambling colossus,   xxxxx,    8
cr-shambling-colossus-back.png,     monsters,    d2e,    the chains that rust,     act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shambling colossus,   xxxxx,    8
cr-the-dispossessed-front.png,      monsters,    d2e,    the chains that rust,     act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the dispossessed,     xxxxx,    8
cr-the-dispossessed-back.png,       monsters,    d2e,    the chains that rust,     act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the dispossessed,     xxxxx,    8
cr-marrow-priest-front.png,         monsters,    d2e,    the chains that rust,     act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   marrow priest,        xxxxx,    8
cr-marrow-priest-back.png,          monsters,    d2e,    the chains that rust,     act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   marrow priest,        xxxxx,    8
cr-shambling-colossus-front.png,    monsters,    d2e,    the chains that rust,     act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shambling colossus,   xxxxx,    8
cr-shambling-colossus-back.png,     monsters,    d2e,    the chains that rust,     act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   shambling colossus,   xxxxx,    8
cr-the-dispossessed-front.png,      monsters,    d2e,    the chains that rust,     act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the dispossessed,     xxxxx,    8
cr-the-dispossessed-back.png,       monsters,    d2e,    the chains that rust,     act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   the dispossessed,     xxxxx,    8
tf-harpy-front.png,                 monsters,    d2e,    the trollfens,            act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   harpy,                xxxxx,    8
tf-harpy-back.png,                  monsters,    d2e,    the trollfens,            act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   harpy,                xxxxx,    8
tf-plague-worm-front.png,           monsters,    d2e,    the trollfens,            act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague worm,          xxxxx,    8
tf-plague-worm-back.png,            monsters,    d2e,    the trollfens,            act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague worm,          xxxxx,    8
tf-harpy-front.png,                 monsters,    d2e,    the trollfens,            act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   harpy,                xxxxx,    8
tf-harpy-back.png,                  monsters,    d2e,    the trollfens,            act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   harpy,                xxxxx,    8
tf-plague-worm-front.png,           monsters,    d2e,    the trollfens,            act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague worm,          xxxxx,    8
tf-plague-worm-back.png,            monsters,    d2e,    the trollfens,            act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   plague worm,          xxxxx,    8
tc-crow-hag-front.png,              monsters,    d2e,    treaty of champions,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crow hag,             xxxxx,    8
tc-crow-hag-back.png,               monsters,    d2e,    treaty of champions,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crow hag,             xxxxx,    8
tc-demon-lord-front.png,            monsters,    d2e,    treaty of champions,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord,           xxxxx,    8
tc-demon-lord-back.png,             monsters,    d2e,    treaty of champions,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord,           xxxxx,    8
tc-skeleton-archer-front.png,       monsters,    d2e,    treaty of champions,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer,      xxxxx,    8
tc-skeleton-archer-back.png,        monsters,    d2e,    treaty of champions,      act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer,      xxxxx,    8
tc-crow-hag-front.png,              monsters,    d2e,    treaty of champions,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crow hag,             xxxxx,    8
tc-crow-hag-back.png,               monsters,    d2e,    treaty of champions,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   crow hag,             xxxxx,    8
tc-demon-lord-front.png,            monsters,    d2e,    treaty of champions,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord,           xxxxx,    8
tc-demon-lord-back.png,             monsters,    d2e,    treaty of champions,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   demon lord,           xxxxx,    8
tc-skeleton-archer-front.png,       monsters,    d2e,    treaty of champions,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer,      xxxxx,    8
tc-skeleton-archer-back.png,        monsters,    d2e,    treaty of champions,      act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skeleton archer,      xxxxx,    8
vd-manticore-front.png,             monsters,    d2e,    visions of dawn,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore,            xxxxx,    8
vd-manticore-back.png,              monsters,    d2e,    visions of dawn,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore,            xxxxx,    8
vd-ogre-front.png,                  monsters,    d2e,    visions of dawn,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre,                 xxxxx,    8
vd-ogre-back.png,                   monsters,    d2e,    visions of dawn,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre,                 xxxxx,    8
vd-troll-front.png,                 monsters,    d2e,    visions of dawn,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll,                xxxxx,    8
vd-troll-back.png,                  monsters,    d2e,    visions of dawn,          act1,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll,                xxxxx,    8
vd-manticore-front.png,             monsters,    d2e,    visions of dawn,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore,            xxxxx,    8
vd-manticore-back.png,              monsters,    d2e,    visions of dawn,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   manticore,            xxxxx,    8
vd-ogre-front.png,                  monsters,    d2e,    visions of dawn,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre,                 xxxxx,    8
vd-ogre-back.png,                   monsters,    d2e,    visions of dawn,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ogre,                 xxxxx,    8
vd-troll-front.png,                 monsters,    d2e,    visions of dawn,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll,                xxxxx,    8
vd-troll-back.png,                  monsters,    d2e,    visions of dawn,          act2,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   troll,                xxxxx,    8
