# Image Name                       Asset Name      Game    Expansion              AST1        AST2               AST3     AC1      AC2      AC3      AC4      AC5      AC6      Description             Asset #   Printflag
bg-armor-of-faith.png,             class-skills,   d2e,    base game,             healers,    disciple,          xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   armor of faith,         xxxxx,    8
sn-keen-edge.png,                  class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   keen edge,              xxxxx,    8
sn-skirmisher-back.png,            class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   skirmisher-back,        xxxxx,    8
sn-unrelenting.png,                class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unrelenting,            xxxxx,    8
sn-unstoppable.png,                class-skills,   d2e,    shadow of nerekhall,   warriors,   skirmisher,        xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   unstoppable,            xxxxx,    8
tf-all-seeing.png,                 class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   all-seeing,             xxxxx,    8
tf-battle-vision.png,              class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   battle vision,          xxxxx,    8
tf-focused-insights.png,           class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   focused insights,       xxxxx,    8
tf-forewarning.png,                class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   forewarning,            xxxxx,    8
tf-grim-fate.png,                  class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   grim fate,              xxxxx,    8
tf-lifeline.png,                   class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lifeline,               xxxxx,    8
tf-omniscience.png,                class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   omniscience,            xxxxx,    8
tf-prophet-back.png,               class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   prophet-back,           xxxxx,    8
tf-soothing-insight.png,           class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   soothing insight,       xxxxx,    8
tf-victory-foretold.png,           class-skills,   d2e,    the trollfens,         healers,    prophet,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   victory foretold,       xxxxx,    8
tf-ambush.png,                     class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   ambush,                 xxxxx,    8
tf-easy-prey.png,                  class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   easy prey,              xxxxx,    8
tf-exploit.png,                    class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   exploit,                xxxxx,    8
tf-hunters-mark.png,               class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   hunter's mark,          xxxxx,    8
tf-lay-of-the-land.png,            class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   lay of the land,        xxxxx,    8
tf-makeshift-trap.png,             class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   makeshift trap,         xxxxx,    8
tf-poison-barbs.png,               class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   poison barbs,           xxxxx,    8
tf-set-trap.png,                   class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   set trap,               xxxxx,    8
tf-stalker-back.png,               class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   stalker-back,           xxxxx,    8
tf-upper-hand.png,                 class-skills,   d2e,    the trollfens,         scouts,     stalker,           xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   xxxxx,   upper hand,             xxxxx,    8
